state-city,start_zipcode,end_zipcode
FL-Land O Lakes,34637,34639
FL-Largo,33770,33779
FL-Laurel,34272,34272
FL-Laurel Hill,32567,32567
FL-Lawtey,32058,32058
FL-Lecanto,34460,34461
FL-Lee,32059,32059
FL-Leesburg,34748,34789
FL-Lehigh Acres,33936,33976
FL-Lithia,33547,33547
FL-Live Oak,32060,32064
FL-Lloyd,32337,32337
FL-Lochloosa,32662,32662
FL-Long Key,33001,33001
FL-Longboat Key,34228,34228
FL-Longwood,32750,32791
FL-Lorida,33857,33857
FL-Loughman,33858,33858
FL-Lowell,32663,32663
FL-Loxahatchee,33470,33470
FL-Lulu,32061,32061
FL-Lutz,33548,33559
FL-Lynn Haven,32444,32444
FL-Macclenny,32063,32063
FL-Madison,32340,32341
FL-Maitland,32751,32794
FL-Malabar,32950,32950
FL-Malone,32445,32445
FL-Manasota,34260,34260
FL-Mango,33550,33550
FL-Marathon,33050,33050
FL-Marathon Shores,33052,33052
FL-Marco Island,34145,34146
FL-Margate,33093,33093
FL-Marianna,32446,32448
FL-Mary Esther,32569,32569
FL-Mascotte,34753,34753
FL-Mayo,32066,32066
FL-Mc Alpin,32062,32062
FL-Mc David,32568,32568
FL-Mc Intosh,32664,32664
FL-Melbourne,32901,32941
FL-Melbourne Beach,32951,32951
FL-Melrose,32666,32666
FL-Merritt Island,32952,32954
FL-Mexico Beach,32410,32410
FL-Miami,33101,33299
FL-Miami Beach,33109,33239
FL-Miami Gardens,33056,33056
FL-Micanopy,32667,32667
FL-Mid Florida,32745,32799
FL-Middleburg,32050,32068
FL-Midway,32343,32343
FL-Milligan,32537,32537
FL-Milton,32570,32583
FL-Mims,32754,32754
FL-Minneola,34755,34755
FL-Miramar Beach,32550,32550
FL-Molino,32577,32577
FL-Monticello,32344,32345
FL-Montverde,34756,34756
FL-Moore Haven,33471,33471
FL-Morriston,32668,32668
FL-Mossy Head,32434,32434
FL-Mount Dora,32756,32757
FL-Mulberry,33860,33860
FL-Murdock,33938,33938
FL-Myakka City,34251,34251
FL-Nalcrest,33856,33856
FL-Naples,34101,34120
FL-Navarre,32566,32566
FL-Neptune Beach,32266,32266
FL-New Port Richey,34652,34656
FL-New Smyrna Beach,32168,32170
FL-Newberry,32669,32669
FL-Niceville,32578,32588
FL-Nichols,33863,33863
FL-Nobleton,34661,34661
FL-Nocatee,34268,34268
FL-Nokomis,34274,34275
FL-Noma,32452,32452
FL-North Fort Myers,33903,33918
FL-North Miami Beach,33160,33160
FL-North Palm Beach,33408,33408
FL-North Port,34286,34291
FL-O Brien,32071,32071
FL-Oak Hill,32759,32759
FL-Oakland,34760,34760
FL-Ocala,34470,34483
FL-Ochopee,34141,34141
FL-Ocklawaha,32179,32183
FL-Ocoee,34761,34761
FL-Odessa,33556,33556
FL-Okahumpka,34762,34762
FL-Okeechobee,34972,34974
FL-Old Town,32680,32680
FL-Oldsmar,34677,34677
FL-Olustee,32072,32072
FL-Ona,33865,33865
FL-Oneco,34264,34264
FL-Opa Locka,33054,33055
FL-Orange City,32763,32774
FL-Orange Lake,32681,32681
FL-Orange Park,32065,32073
FL-Orange Springs,32182,32182
FL-Orlando,32801,32899
FL-Ormond Beach,32173,32176
FL-Osprey,34229,34229
FL-Osteen,32764,32764
FL-Otter Creek,32683,32683
FL-Oviedo,32762,32766
FL-Oxford,34484,34484
FL-Ozona,34660,34660
FL-Pahokee,33476,33476
FL-Paisley,32767,32767
FL-Palatka,32177,32178
FL-Palm Bay,32905,32911
FL-Palm Beach,33480,33480
FL-Palm Beach Gardens,33410,33418
FL-Palm City,34990,34991
FL-Palm Coast,32135,32164
FL-Palm Harbor,34682,34685
FL-Palmdale,33944,33944
FL-Palmetto,34220,34221
FL-Panacea,32346,32346
FL-Panama City,32401,32417
FL-Panama City Beach,32407,32413
FL-Parrish,34219,34219
FL-Patrick Afb,32925,32925
FL-Paxton,32538,32538
FL-Pembroke Pines,33028,33082
FL-Penney Farms,32079,32079
FL-Pensacola,32501,32591
FL-Perry,32347,32348
FL-Pierson,32180,32180
FL-Pineland,33945,33945
FL-Pinellas Park,33780,33782
FL-Pinetta,32350,32350
FL-Placida,33946,33946
FL-Plant City,33563,33567
FL-Plantation,33388,33388
FL-Plymouth,32768,32768
FL-Polk City,33868,33868
FL-Pomona Park,32181,32181
FL-Pompano Beach,33060,33077
FL-Ponce De Leon,32455,32455
FL-Ponte Vedra,32081,32081
FL-Ponte Vedra Beach,32004,32082
FL-Port Charlotte,33948,33981
FL-Port Orange,32123,32129
FL-Port Richey,34668,34673
FL-Port Saint Joe,32456,32457
FL-Port Saint Lucie,34952,34988
FL-Port Salerno,34992,34992
FL-Punta Gorda,33950,33983
FL-Putnam Hall,32185,32185
FL-Quincy,32351,32353
FL-Raiford,32026,32083
FL-Reddick,32686,32686
FL-River Ranch,33867,33867
FL-Riverview,33568,33579
FL-Rockledge,32955,32956
FL-Roseland,32957,32957
FL-Rosemary Beach,32461,32461
FL-Rotonda West,33947,33947
FL-Royal Palm Beach,33421,33421
FL-Ruskin,33570,33575
FL-Safety Harbor,34695,34695
FL-Saint Augustine,32080,32095
FL-Saint Cloud,34769,34773
FL-Saint James City,33956,33956
FL-Saint Johns,32259,32259
FL-Saint Leo,33574,33574
FL-Saint Marks,32355,32355
FL-Saint Petersburg,33701,33784
FL-Salem,32356,32356
FL-San Antonio,33576,33576
FL-San Mateo,32187,32187
FL-Sanderson,32087,32087
FL-Sanford,32771,32773
FL-Sanibel,33957,33957
FL-Santa Rosa Beach,32459,32459
FL-Sarasota,34230,34278
FL-Satellite Beach,32937,32937
FL-Satsuma,32189,32189
FL-Scottsmoor,32775,32775
FL-Sebastian,32958,32978
FL-Sebring,33870,33876
FL-Seffner,33583,33584
FL-Seminole,33772,33777
FL-Seville,32190,32190
FL-Shady Grove,32357,32357
FL-Shalimar,32579,32579
FL-Sharpes,32959,32959
FL-Silver Springs,34488,34489
FL-Sneads,32460,32460
FL-Sopchoppy,32358,32358
FL-Sorrento,32776,32776
FL-South Bay,33493,33493
FL-Sparr,32192,32192
FL-Spring Hill,34606,34611
FL-Starke,32091,32091
FL-Steinhatchee,32359,32359
FL-Stuart,34994,34997
FL-Sumatra,32335,32335
FL-Summerfield,34491,34492
FL-Summerland Key,33042,33042
FL-Sumterville,33585,33585
FL-Sun City,33586,33586
FL-Sun City Center,33571,33573
FL-Suwannee,32692,32692
FL-Sydney,33587,33587
FL-Tallahassee,32301,32399
FL-Tallevast,34270,34270
FL-Tampa,33601,33694
FL-Tangerine,32777,32777
FL-Tarpon Springs,34688,34689
FL-Tavares,32778,32778
FL-Tavernier,33070,33070
FL-Telogia,32360,32360
FL-Terra Ceia,34250,34250
FL-The Villages,32162,32163
FL-Thonotosassa,33592,33592
FL-Titusville,32780,32796
FL-Trenton,32693,32693
FL-Trilby,33593,33593
FL-Umatilla,32784,32784
FL-Valparaiso,32580,32580
FL-Valrico,33594,33596
FL-Venice,34284,34293
FL-Venus,33960,33960
FL-Vernon,32462,32462
FL-Vero Beach,32960,32969
FL-Wabasso,32970,32970
FL-Wacissa,32361,32361
FL-Waldo,32694,32694
FL-Wauchula,33873,33873
FL-Wausau,32463,32463
FL-Waverly,33877,33877
FL-Webster,33597,33597
FL-Weirsdale,32195,32195
FL-Welaka,32193,32193
FL-Wellborn,32094,32094
FL-Wellington,33414,33414
FL-Wesley Chapel,33543,33545
FL-West Palm Beach,33401,33422
FL-Westville,32464,32464
FL-Wewahitchka,32449,32465
FL-White Springs,32096,32096
FL-Wildwood,34785,34785
FL-Williston,32696,32696
FL-Wimauma,33598,33598
FL-Windermere,34786,34786
FL-Winter Beach,32971,32971
FL-Winter Garden,34777,34787
FL-Winter Haven,33880,33888
FL-Winter Park,32789,32793
FL-Winter Springs,32708,32719
FL-Woodville,32362,32362
FL-Worthington Springs,32697,32697
FL-Yalaha,34797,34797
FL-Yankeetown,34498,34498
FL-Youngstown,32466,32466
FL-Yulee,32041,32097
FL-Zellwood,32798,32798
FL-Zephyrhills,33539,33542
FL-Zolfo Springs,33890,33890
GA-Abbeville,31001,31001
GA-Acworth,30101,30102
GA-Adairsville,30103,30103
GA-Adel,31620,31620
GA-Adrian,31002,31002
GA-Ailey,30410,30410
GA-Alamo,30411,30411
GA-Alapaha,31622,31622
GA-Albany,31701,31721
GA-Allenhurst,31301,31301
GA-Allentown,31003,31003
GA-Alma,31510,31510
GA-Alpharetta,30004,30023
GA-Alston,30412,30412
GA-Alto,30510,30510
GA-Ambrose,31512,31512
GA-Americus,31709,31719
GA-Andersonville,31711,31711
GA-Appling,30802,30802
GA-Arabi,31712,31712
GA-Aragon,30104,30104
GA-Argyle,31623,31623
GA-Arlington,39813,39813
GA-Armuchee,30105,30105
GA-Arnoldsville,30619,30619
GA-Ashburn,31714,31714
GA-Athens,30601,30612
GA-Atlanta,30301,39901
GA-Attapulgus,39815,39815
GA-Auburn,30011,30011
GA-Augusta,30901,30999
GA-Austell,30106,30168
GA-Avera,30803,30803
GA-Avondale Estates,30002,30002
GA-Axson,31624,31624
GA-Baconton,31716,31716
GA-Bainbridge,39817,39819
GA-Baldwin,30511,30511
GA-Ball Ground,30107,30107
GA-Barnesville,30204,30204
GA-Barney,31625,31625
GA-Bartow,30413,30413
GA-Barwick,31720,31720
GA-Baxley,31513,31515
GA-Bellville,30414,30414
GA-Berlin,31722,31722
GA-Bethlehem,30620,30620
GA-Bishop,30621,30621
GA-Blackshear,31516,31516
GA-Blairsville,30512,30514
GA-Blakely,39823,39823
GA-Bloomingdale,31302,31302
GA-Blue Ridge,30513,30513
GA-Bluffton,39824,39824
GA-Blythe,30805,30805
GA-Bogart,30622,30622
GA-Bolingbroke,31004,31004
GA-Bonaire,31005,31005
GA-Boneville,30806,30806
GA-Boston,31626,31626
GA-Bostwick,30623,30623
GA-Bowdon,30108,30108
GA-Bowdon Junction,30109,30109
GA-Bowersville,30516,30516
GA-Bowman,30624,30624
GA-Box Springs,31801,31801
GA-Braselton,30517,30517
GA-Bremen,30110,30110
GA-Brinson,39825,39825
GA-Bristol,31518,31518
GA-Bronwood,39826,39826
GA-Brookfield,31727,31727
GA-Brooklet,30415,30415
GA-Brooks,30205,30205
GA-Broxton,31519,31519
GA-Brunswick,31520,31525
GA-Buchanan,30113,30113
GA-Buckhead,30625,30625
GA-Buena Vista,31803,31803
GA-Buford,30515,30519
GA-Butler,31006,31006
GA-Byromville,31007,31007
GA-Byron,31008,31008
GA-Cadwell,31009,31009
GA-Cairo,39827,39828
GA-Calhoun,30701,30703
GA-Calvary,39829,39829
GA-Camak,30807,30807
GA-Camilla,31730,31730
GA-Canon,30520,30520
GA-Canton,30114,30169
GA-Carlton,30627,30627
GA-Carnesville,30521,30521
GA-Carrollton,30112,30119
GA-Cartersville,30120,30121
GA-Cassville,30123,30123
GA-Cataula,31804,31804
GA-Cave Spring,30124,30124
GA-Cecil,31627,31627
GA-Cedar Springs,39832,39832
GA-Cedartown,30125,30125
GA-Centerville,31028,31028
GA-Chatsworth,30705,30705
GA-Chauncey,31011,31011
GA-Cherry Log,30522,30522
GA-Chester,31012,31012
GA-Chestnut Mountain,30502,30502
GA-Chickamauga,30707,30707
GA-Chula,31733,31733
GA-Cisco,30708,30708
GA-Clarkdale,30111,30111
GA-Clarkesville,30523,30523
GA-Clarkston,30021,30021
GA-Claxton,30417,30417
GA-Clayton,30525,30525
GA-Clermont,30527,30527
GA-Cleveland,30528,30528
GA-Climax,39834,39834
GA-Clinchfield,31013,31013
GA-Clyo,31303,31303
GA-Cobb,31735,31735
GA-Cobbtown,30420,30420
GA-Cochran,31014,31014
GA-Cohutta,30710,30710
GA-Colbert,30628,30628
GA-Coleman,39836,39836
GA-Collins,30421,30421
GA-Colquitt,39837,39837
GA-Columbus,31901,31999
GA-Comer,30629,30629
GA-Commerce,30529,30599
GA-Concord,30206,30206
GA-Conley,30288,30288
GA-Conyers,30012,30094
GA-Coolidge,31738,31738
GA-Coosa,30129,30129
GA-Cordele,31010,31015
GA-Cornelia,30531,30531
GA-Cotton,31739,31739
GA-Covington,30014,30016
GA-Crandall,30711,30711
GA-Crawford,30630,30630
GA-Crawfordville,30631,30631
GA-Crescent,31304,31304
GA-Culloden,31016,31016
GA-Cumming,30028,30041
GA-Cusseta,31805,31805
GA-Cuthbert,39840,39840
GA-Dacula,30019,30019
GA-Dahlonega,30533,30597
GA-Daisy,30423,30423
GA-Dallas,30132,30157
GA-Dalton,30719,30722
GA-Damascus,39841,39841
GA-Danielsville,30633,30633
GA-Danville,31017,31017
GA-Darien,31305,31305
GA-Davisboro,31018,31018
GA-Dawson,39842,39842
GA-Dawsonville,30534,30534
GA-De Soto,31743,31743
GA-Dearing,30808,30808
GA-Decatur,30030,30037
GA-Demorest,30535,30535
GA-Denton,31532,31532
GA-Dewy Rose,30634,30634
GA-Dexter,31019,31019
GA-Dillard,30537,30537
GA-Dixie,31629,31629
GA-Doerun,31744,31744
GA-Donalsonville,39845,39845
GA-Douglas,31533,31535
GA-Douglasville,30133,30154
GA-Dover,30424,30424
GA-Dry Branch,31020,31020
GA-Du Pont,31630,31630
GA-Dublin,31021,31040
GA-Dudley,31022,31022
GA-Duluth,30095,30099
GA-East Dublin,31027,31027
GA-East Ellijay,30539,30539
GA-Eastanollee,30538,30538
GA-Eastman,31023,31023
GA-Eatonton,31024,31026
GA-Eden,31307,31307
GA-Edison,39846,39846
GA-Elberton,30635,30635
GA-Elko,31025,31025
GA-Ellabell,31308,31308
GA-Ellaville,31806,31806
GA-Ellenton,31747,31747
GA-Ellenwood,30294,30294
GA-Ellerslie,31807,31807
GA-Ellijay,30536,30540
GA-Emerson,30137,30137
GA-Enigma,31749,31749
GA-Epworth,30541,30541
GA-Esom Hill,30138,30138
GA-Eton,30724,30724
GA-Evans,30809,30809
GA-Experiment,30212,30212
GA-Fairburn,30213,30213
GA-Fairmount,30139,30139
GA-Fargo,31631,31631
GA-Farmington,30638,30638
GA-Fayetteville,30214,30215
GA-Felton,30140,30140
GA-Fitzgerald,31750,31750
GA-Fleming,31309,31309
GA-Flintstone,30725,30725
GA-Flovilla,30216,30216
GA-Flowery Branch,30542,30542
GA-Folkston,31537,31537
GA-Forest Park,30297,30298
GA-Forsyth,31029,31029
GA-Fort Benning,31905,31995
GA-Fort Gaines,39851,39851
GA-Fort Oglethorpe,30742,30742
GA-Fort Stewart,31314,31315
GA-Fort Valley,31030,31030
GA-Fortson,31808,31808
GA-Fowlstown,39852,39852
GA-Franklin,30217,30217
GA-Franklin Springs,30639,30639
GA-Funston,31753,31753
GA-Gainesville,30501,30507
GA-Garfield,30425,30425
GA-Gay,30218,30218
GA-Geneva,31810,31810
GA-Georgetown,39854,39854
GA-Gibson,30810,30810
GA-Gillsville,30543,30543
GA-Girard,30426,30426
GA-Glennville,30427,30427
GA-Glenwood,30428,30428
GA-Good Hope,30641,30641
GA-Gordon,31031,31031
GA-Gough,30811,30811
GA-Gracewood,30812,30812
GA-Grantville,30220,30220
GA-Gray,31032,31032
GA-Grayson,30017,30017
GA-Graysville,30726,30726
GA-Greensboro,30642,30642
GA-Greenville,30222,30222
GA-Griffin,30223,30224
GA-Grovetown,30813,30813
GA-Guyton,31312,31312
GA-Haddock,31033,31033
GA-Hagan,30429,30429
GA-Hahira,31632,31632
GA-Hamilton,31811,31811
GA-Hampton,30228,30228
GA-Haralson,30229,30229
GA-Hardwick,31034,31034
GA-Harlem,30814,30814
GA-Harrison,31035,31035
GA-Hartsfield,31756,31756
GA-Hartwell,30643,30643
GA-Hawkinsville,31036,31036
GA-Hazlehurst,31539,31539
GA-Helen,30545,30545
GA-Hephzibah,30815,30815
GA-Hiawassee,30546,30546
GA-High Shoals,30645,30645
GA-Hillsboro,31038,31038
GA-Hinesville,31310,31313
GA-Hiram,30141,30141
GA-Hoboken,31542,31542
GA-Hogansville,30230,30230
GA-Holly Springs,30142,30142
GA-Homer,30547,30547
GA-Homerville,31634,31634
GA-Hortense,31543,31543
GA-Hoschton,30548,30548
GA-Howard,31039,31039
GA-Hull,30646,30646
GA-Ideal,31041,31041
GA-Ila,30647,30647
GA-Iron City,39859,39859
GA-Irwinton,31042,31042
GA-Irwinville,31760,31760
GA-Jackson,30233,30233
GA-Jacksonville,31544,31544
GA-Jakin,39861,39861
GA-Jasper,30143,30143
GA-Jefferson,30549,30549
GA-Jeffersonville,31044,31044
GA-Jekyll Island,31527,31527
GA-Jenkinsburg,30234,30234
GA-Jersey,30018,30018
GA-Jesup,31545,31599
GA-Jewell,31045,31045
GA-Jonesboro,30236,30238
GA-Juliette,31046,31046
GA-Junction City,31812,31812
GA-Kathleen,31047,31047
GA-Kennesaw,30144,31144
GA-Keysville,30816,30816
GA-Kings Bay,31547,31547
GA-Kingsland,31548,31548
GA-Kingston,30145,30145
GA-Kite,31049,31049
GA-Knoxville,31050,31050
GA-La Fayette,30728,30728
GA-Lagrange,30240,30261
GA-Lake Park,31636,31636
GA-Lakeland,31635,31635
GA-Lakemont,30552,30552
GA-Lavonia,30553,30553
GA-Lawrenceville,30042,30049
GA-Leary,39862,39862
GA-Lebanon,30146,30146
GA-Leesburg,31763,31763
GA-Lenox,31637,31637
GA-Leslie,31764,31764
GA-Lexington,30648,30648
GA-Lilburn,30047,30048
GA-Lilly,31051,31051
GA-Lincolnton,30817,30817
GA-Lindale,30147,30147
GA-Lithia Springs,30122,30122
GA-Lithonia,30038,30058
GA-Lizella,31052,31052
GA-Locust Grove,30248,30248
GA-Loganville,30052,30052
GA-Lookout Mountain,30750,30750
GA-Louisville,30434,30434
GA-Louvale,31814,31814
GA-Lovejoy,30250,30250
GA-Ludowici,31316,31316
GA-Lula,30554,30554
GA-Lumber City,31549,31549
GA-Lumpkin,31815,31815
GA-Luthersville,30251,30251
GA-Lyerly,30730,30730
GA-Lyons,30436,30436
GA-Mableton,30126,30126
GA-Macon,31201,31297
GA-Madison,30650,30650
GA-Manassas,30438,30438
GA-Manchester,31816,31816
GA-Manor,31550,31550
GA-Mansfield,30055,30055
GA-Marble Hill,30148,30148
GA-Marietta,30006,30090
GA-Marshallville,31057,31057
GA-Martin,30557,30557
GA-Matthews,30818,30818
GA-Mauk,31058,31058
GA-Maxeys,30671,30671
GA-Maysville,30558,30558
GA-Mc Caysville,30555,30555
GA-Mc Intyre,31054,31054
GA-Mc Rae Helena,31037,31055
GA-Mcdonough,30252,30253
GA-Meansville,30256,30256
GA-Meigs,31765,31765
GA-Meldrim,31318,31318
GA-Menlo,30731,30731
GA-Meridian,31319,31319
GA-Mershon,31551,31551
GA-Mesena,30819,30819
GA-Metter,30439,30439
GA-Midland,31820,31820
GA-Midville,30441,30441
GA-Midway,31320,31320
GA-Milan,31060,31060
GA-Milledgeville,31059,31062
GA-Millen,30442,30442
GA-Millwood,31552,31552
GA-Milner,30257,30257
GA-Mineral Bluff,30559,30559
GA-Mitchell,30820,30820
GA-Molena,30258,30258
GA-Monroe,30655,30656
GA-Montezuma,31063,31063
GA-Monticello,31064,31064
GA-Montrose,31065,31065
GA-Moody Afb,31699,31699
GA-Moreland,30259,30259
GA-Morgan,39866,39866
GA-Morganton,30560,30560
GA-Morris,39867,39867
GA-Morrow,30260,30287
GA-Morven,31638,31638
GA-Moultrie,31768,31788
GA-Mount Airy,30563,30563
GA-Mount Berry,30149,30149
GA-Mount Vernon,30445,30445
GA-Mount Zion,30150,30150
GA-Mountain City,30562,30562
GA-Murrayville,30564,30564
GA-Musella,31066,31066
GA-Mystic,31769,31769
GA-Nahunta,31553,31553
GA-Nashville,31639,31639
GA-Naylor,31641,31641
GA-Nelson,30151,30151
GA-Newborn,30056,30056
GA-Newington,30446,30446
GA-Newnan,30263,30271
GA-Newton,39870,39870
GA-Nicholls,31554,31554
GA-Nicholson,30565,30565
GA-Norcross,30003,30093
GA-Norman Park,31771,31771
GA-Norristown,30447,30447
GA-North Metro,30026,30029
GA-Norwood,30821,30821
GA-Nunez,30448,30448
GA-Oakfield,31772,31772
GA-Oakman,30732,30732
GA-Oakwood,30566,30566
GA-Ochlocknee,31773,31773
GA-Ocilla,31774,31774
GA-Oconee,31067,31067
GA-Odum,31555,31555
GA-Offerman,31556,31556
GA-Oglethorpe,31068,31068
GA-Oliver,30449,30449
GA-Omaha,31821,31821
GA-Omega,31775,31775
GA-Orchard Hill,30266,30266
GA-Oxford,30054,30054
GA-Palmetto,30268,30268
GA-Parrott,39877,39877
GA-Patterson,31557,31557
GA-Pavo,31778,31778
GA-Peachtree City,30269,31169
GA-Peachtree Corners,30092,30092
GA-Pearson,31642,31642
GA-Pelham,31779,31779
GA-Pembroke,31321,31321
GA-Pendergrass,30567,30567
GA-Perkins,30822,30822
GA-Perry,31069,31069
GA-Pine Lake,30072,30072
GA-Pine Mountain,31822,31822
GA-Pine Mountain Valley,31823,31823
GA-Pinehurst,31070,31070
GA-Pineview,31071,31071
GA-Pitts,31072,31072
GA-Plains,31780,31780
GA-Plainville,30733,30733
GA-Pooler,31322,31322
GA-Port Wentworth,31407,31407
GA-Portal,30450,30450
GA-Porterdale,30070,30070
GA-Poulan,31781,31781
GA-Powder Springs,30127,30127
GA-Preston,31824,31824
GA-Pulaski,30451,30451
GA-Putney,31782,31782
GA-Quitman,31643,31643
GA-Rabun Gap,30568,30568
GA-Ranger,30734,30734
GA-Ray City,31645,31645
GA-Rayle,30660,30660
GA-Rebecca,31783,31783
GA-Red Oak,30272,30272
GA-Redan,30074,30074
GA-Register,30452,30452
GA-Reidsville,30453,30499
GA-Rentz,31075,31075
GA-Resaca,30735,30735
GA-Rex,30273,30273
GA-Reynolds,31076,31076
GA-Rhine,31077,31077
GA-Riceboro,31323,31323
GA-Richland,31825,31825
GA-Richmond Hill,31324,31324
GA-Rincon,31326,31326
GA-Ringgold,30736,30736
GA-Rising Fawn,30738,30738
GA-Riverdale,30274,30296
GA-Roberta,31078,31078
GA-Rochelle,31079,31079
GA-Rock Spring,30739,30739
GA-Rockledge,30454,30454
GA-Rockmart,30153,30153
GA-Rocky Face,30740,30740
GA-Rocky Ford,30455,30455
GA-Rome,30161,30165
GA-Roopville,30170,30170
GA-Rossville,30741,30741
GA-Roswell,30075,30077
GA-Royston,30662,30662
GA-Rupert,31081,31081
GA-Rutledge,30663,30663
GA-Rydal,30171,30171
GA-Saint George,31562,31562
GA-Saint Marys,31558,31558
GA-Saint Simons Island,31522,31522
GA-Sale City,31784,31784
GA-Sandersville,31082,31082
GA-Sapelo Island,31327,31327
GA-Sardis,30456,30456
GA-Sargent,30275,30275
GA-Sasser,39885,39885
GA-Sautee Nacoochee,30571,30571
GA-Savannah,31401,31421
GA-Scotland,31083,31083
GA-Scottdale,30079,30079
GA-Screven,31560,31560
GA-Sea Island,31561,31561
GA-Senoia,30276,30276
GA-Seville,31084,31084
GA-Shady Dale,31085,31085
GA-Shannon,30172,30172
GA-Sharon,30664,30664
GA-Sharpsburg,30277,30277
GA-Shellman,39886,39886
GA-Shiloh,31826,31826
GA-Siloam,30665,30665
GA-Silver Creek,30173,30173
GA-Smarr,31086,31086
GA-Smithville,31787,31787
GA-Smyrna,30080,30082
GA-Snellville,30039,30078
GA-Social Circle,30025,30025
GA-Soperton,30457,30457
GA-Sparks,31647,31647
GA-Sparta,31087,31087
GA-Springfield,31329,31329
GA-Stapleton,30823,30823
GA-Statenville,31648,31648
GA-Statesboro,30458,30461
GA-Statham,30666,30666
GA-Stephens,30667,30667
GA-Stillmore,30464,30464
GA-Stockbridge,30281,30281
GA-Stockton,31649,31649
GA-Stone Mountain,30083,30088
GA-Suches,30572,30572
GA-Sugar Valley,30746,30746
GA-Summerville,30747,30747
GA-Sumner,31789,31789
GA-Sunny Side,30284,30284
GA-Surrency,31563,31563
GA-Suwanee,30024,30024
GA-Swainsboro,30401,30401
GA-Sycamore,31790,31790
GA-Sylvania,30467,30467
GA-Sylvester,31791,31791
GA-Talbotton,31827,31827
GA-Talking Rock,30175,30175
GA-Tallapoosa,30176,30176
GA-Tallulah Falls,30573,30573
GA-Talmo,30575,30575
GA-Tarrytown,30470,30470
GA-Tate,30177,30177
GA-Taylorsville,30178,30178
GA-Temple,30179,30179
GA-Tennga,30751,30751
GA-Tennille,31089,31089
GA-The Rock,30285,30285
GA-Thomaston,30286,30286
GA-Thomasville,31757,31799
GA-Thomson,30824,30824
GA-Tifton,31793,31794
GA-Tiger,30576,30576
GA-Tignall,30668,30668
GA-Toccoa,30577,30577
GA-Toccoa Falls,30598,30598
GA-Toomsboro,31090,31090
GA-Townsend,31331,31331
GA-Trenton,30752,30752
GA-Trion,30753,30753
GA-Tucker,30084,30085
GA-Tunnel Hill,30755,30755
GA-Turin,30289,30289
GA-Turnerville,30580,30580
GA-Twin City,30471,30471
GA-Ty Ty,31795,31795
GA-Tybee Island,31328,31328
GA-Tyrone,30290,30290
GA-Unadilla,31091,31091
GA-Union City,30291,30291
GA-Union Point,30669,30669
GA-Upatoi,31829,31829
GA-Uvalda,30473,30473
GA-Valdosta,31601,31698
GA-Varnell,30756,30756
GA-Vidalia,30474,30475
GA-Vienna,31092,31092
GA-Villa Rica,30180,30180
GA-Waco,30182,30182
GA-Wadley,30477,30477
GA-Waleska,30183,30183
GA-Walthourville,31333,31333
GA-Waresboro,31564,31564
GA-Warm Springs,31830,31830
GA-Warner Robins,31088,31099
GA-Warrenton,30828,30828
GA-Warthen,31094,31094
GA-Warwick,31796,31796
GA-Washington,30673,30673
GA-Watkinsville,30677,30677
GA-Waverly,31565,31565
GA-Waverly Hall,31831,31831
GA-Waycross,31501,31503
GA-Waynesboro,30830,30830
GA-Waynesville,31566,31566
GA-West Green,31567,31567
GA-West Point,31833,31833
GA-Weston,31832,31832
GA-Whigham,39897,39897
GA-White,30184,30184
GA-White Oak,31568,31568
GA-White Plains,30678,30678
GA-Whitesburg,30185,30185
